X1,X2
-0.07225187104,-7.122379848
1.125746638,-5.812427527
6.35457182,6.470417789
0.704802041,-8.690422996
-6.145540484,5.393676949
-7.281067606,4.280301193
3.819466296,8.111704978
4.406287214,7.341765493
6.016548389,7.177822769
-6.69329729,5.607853283
-1.381119833,-8.961191862
4.000822556,7.526210035
-4.669579698,5.712754419
7.085929204,8.473659427
-7.152013488,5.925183271
0.9814503585,-9.040127701
4.648398239,6.626778793
0.9211813161,-5.973187122
-7.435370995,7.760174485
-6.486251313,5.71276724
5.472039361,6.842789919
7.146775267,6.169280427
4.918143874,8.312724768
5.387181744,7.245727922
-6.805997802,8.310179927
5.47853651,6.593569445
-6.645113488,4.696775403
5.671847214,6.670662433
-1.175643533,-5.884222922
5.423817615,7.27072593
0.4568811817,-6.053285457
3.429339222,-8.013190939
4.398931603,7.044653952
-0.5278930156,-6.207130009
-0.07955696855,-7.640141002
-9.864352625,5.935724524
4.936757711,8.170331138
-0.6639150366,-8.763935456
5.141030198,9.490265422
5.551900564,7.22930058
0.5308141687,-7.496714358
-6.736959345,5.572616969
-6.642257249,4.558228536
-7.480558857,5.587454031
5.955569467,5.968066828
0.2860819024,-6.51158595
4.790008167,8.797489979
-6.708590197,6.019438203
1.155268736,-6.388150026
-9.523112297,4.511251438
-5.796289985,5.635752537
-6.890920142,5.908513554
5.944850808,8.275296942
5.536306532,5.917558868
0.3838542144,-7.092651433
0.3396447444,-6.818285099
-7.256667493,4.518517045
-0.4551753796,-5.591939579
-7.236243466,5.700449127
4.988848165,6.891457333
-0.5437180569,-5.564928745
-6.533242764,7.303136149
5.200249326,5.796887587
6.767398187,7.091445122
0.7400883566,-7.65110494
0.02662452491,-7.478194807
-0.4437776096,-7.184905186
1.486409812,-6.287646428
5.507654635,7.476174399
0.2052325681,-6.860950428
-7.135637791,7.397602963
4.747619242,6.050281367
-1.300596292,-8.211921266
4.822482049,6.546695242
-6.107151941,6.675823682
6.382114459,7.16049903
-0.5549354822,-7.570419952
-1.220223117,-6.572126042
1.933787001,-6.903693832
-8.244843236,6.163786645
1.44040629,-8.290995467
2.089181337,-5.802174038
-7.728376191,6.33134479
5.065029212,6.360316883
-7.766339816,5.386077186
-7.816796831,4.660591043
0.8750509985,-6.413188038
0.3859475122,-6.663256072
0.9409448934,-6.529640382
-7.344189228,4.676142146
4.336538927,7.322549375
-0.7194118497,-3.661011756
3.920578896,4.885121924
4.330859986,7.971650803
0.3392103625,-7.367054996
1.944375302,-6.186436724
0.04328446289,-7.905424196
-7.609123911,4.688214301
0.284903323,-5.931718616
5.546069945,7.09080307
1.004087675,-5.90810844
-7.065439796,6.391544821
-7.825346563,6.708330526
0.2229156601,-7.494893738
6.279745281,4.157860458
-7.8153323,6.059078157
4.227579838,8.264038492
1.128301513,-7.724465993
0.5543241592,-5.800561862
1.326010764,-7.28230618
1.859025766,-5.707204323
6.335549977,7.844254758
-7.534092031,6.821586541
1.302600343,-4.369376072
0.6588697146,-5.626515325
0.8048536637,-8.031828444
-6.962671516,4.666670953
6.556826708,5.206120807
-7.143651093,4.575087276
6.315767903,6.397052253
-6.740823472,5.327264937
-0.9247759185,-6.456993691
-7.032109463,4.772420473
-6.767267727,7.128600565
0.462328912,-6.176713974
1.64426902,-6.13028256
2.212084816,-6.413589088
-7.326866765,7.825930558
6.026064688,8.242832396
6.753235521,7.563681836
4.373402715,7.888489379
4.003064177,8.187603057
-6.401323528,6.511432183
0.4296204786,-7.852441854
5.901769892,9.217303917
0.2128711983,-6.833442563
0.3748701227,-6.684982374
1.30728175,-5.744367176
-8.390861604,5.417733532
-7.776239863,6.147021092
3.96608765,8.070860906
-6.314357015,5.542569711
-7.92622742,6.150355608
2.453211893,9.094458007
-6.534479882,6.132452514
-6.933881763,4.259993351
-0.2590592336,-7.092497813
-8.603750986,5.395202775
6.142166015,6.032428285
-7.373994202,6.033788265
4.913576729,7.230582284
5.129527959,5.87437691
6.016188002,8.564688671
2.043589263,-7.061829462
-5.93107564,6.168909137
4.68358616,7.174541976
5.298698249,8.185208798
-7.129858776,6.698506863
3.252457489,7.264449729
-0.6600142505,-5.427516593
4.703627197,8.096399838
0.8962114337,-6.665820443
4.62810748,7.857273799
7.00819189,7.924573321
5.40816698,7.312845145
0.3539490544,-6.810643545
-7.160738816,5.447003074
5.488067246,8.14299957
5.725256247,5.688823128
0.7447180072,-5.023891253
0.8024610408,-6.056536218
6.652661006,7.789889982
5.058187706,7.825199736
-0.2354733022,-5.276681063
1.34185585,-4.776676855
-1.552474225,-6.99269914
-0.1962791238,-6.242398398
4.03836785,6.915989689
0.8856239249,-6.560872115
2.139968364,-6.695694516
-5.354586222,4.916963333
1.969596624,-6.032645108
3.950250363,8.392042683
1.663844198,-7.804800909
-5.589180002,4.951628966
-5.798673562,6.261748672
-1.066088862,-5.486921859
1.005446892,-4.775528782
4.102820225,7.209259898
6.646405642,5.424277567
5.963473398,7.758436405
1.660910852,-7.027427629
-0.6721797624,-4.767143306
1.539534748,-7.380704774
-8.086072174,3.396081002
6.348924601,7.86340714
-8.637527072,5.891504933
6.021263443,7.163024548
-7.098977902,5.25931213
5.552775497,6.68496585
4.064916522,7.894151738
0.1002868527,-5.595729787
6.557217116,7.919145199
0.8768701445,-6.140667055
-6.200550516,4.530172572
1.01848025,-5.245582244
4.758756511,6.628725874
-5.888887677,5.414228522
7.023287883,7.182540305
-7.841338778,2.976862577
1.359130755,-5.576173504
5.754381157,8.523760136
1.693450077,-7.746253825
-7.466402933,4.913089139
-7.560311346,5.265259112
4.865496923,8.41483796
-1.556939984,-8.423981347
5.953160953,8.050222215
1.962049389,-7.32577727
4.001795921,7.524223638
1.138668147,-7.109943229
-0.4907244121,-6.674638334
-6.686814746,4.815124841
-7.520588651,5.217005546
5.104039119,7.575016016
5.353050777,6.613563487
0.5486060734,-6.47268795
1.366774796,-7.598657747
3.95563901,7.270721198
4.109730435,8.564943938
5.264016754,5.508241298
1.919432497,-6.44142093
6.659167172,7.420943619
7.442810053,6.87800074
4.499387411,8.346379851
1.370230215,-6.792244631
5.152465512,6.5098893
5.990210871,8.861006545
-7.202759326,6.161846995
6.373073433,7.273386047
5.201483393,7.988926506
2.220839433,-6.87440327
5.70842978,6.711063615
6.148828024,5.753218741
1.427242823,-4.806475652
0.9388798789,-5.723584925
4.678751198,6.933956465
-6.57848028,6.410807888
6.136998588,6.679472685
-7.869404804,3.339757749
-6.319542244,4.624089212
-5.987704105,7.641566446
5.482697141,7.529518926
5.638180408,7.734185837
1.591237315,-5.273941311
-1.27358014,-7.299291234
4.774453503,6.431004373
-6.718214501,5.825519558
0.1641270264,-6.662027913
0.8940540455,-8.075641454
0.6380360749,-6.673719941
2.554676838,-5.127633468
-7.606763015,5.88213069
1.030862927,-6.605900182
2.037085805,-5.283777805
-5.510673423,6.474459096
1.144625253,-6.070741615
-6.649876166,6.849518449
-8.204123433,6.156819881
-6.694909288,5.957036015
4.318995105,7.524218507
0.8365166636,-5.550544946
5.351242723,7.202275167
-7.942920433,8.06992473
-7.917516433,5.676239122
-8.669402339,5.936095061
-6.560030268,5.411254905
-7.75084494,7.036889696
6.005705852,7.683671844
0.6502717207,-7.408470946
4.696305879,7.857092151
0.9428829692,-6.177407743
-8.115967661,6.320648096
-6.821116487,5.037154596
4.985774471,6.683368093
6.296101719,6.628905975
5.798277082,5.297173726
0.7577587629,-6.34457308
6.010862998,9.257865282
-7.502761586,4.411829244
-0.4051120752,-6.461855246
6.978020632,7.980559557
1.794005913,-4.13418753
7.170799907,8.072667746
-8.039785818,7.768482636
-0.2049423887,-6.553643872
-0.1489968609,-5.016147128
-0.5316880451,-7.226698442
-8.068998014,6.361999377
0.3809776908,-6.256650506
-7.527524616,7.201410177
7.524812426,7.748417533
3.874165924,8.505816941
0.9211929584,-5.667261378
-5.08083328,4.867999798
-8.192977468,5.311610565
6.546051933,7.047320495
1.45672954,-7.932134274
1.455741828,-6.080772402
4.266620554,7.799512544
5.408221655,7.448338352
6.50778498,7.374909676
-0.9604294155,-7.990338975
4.257570659,8.190014212
0.7153949477,-7.785614998
6.825324029,6.176805814
5.654057983,7.124779152
-7.652451475,4.735591534
-5.561716077,4.839442551
-9.48662324,6.936175598
7.03840604,5.567658497
1.099449034,-7.458269219
5.238180719,8.632516614
0.7462359905,-5.752780331
-7.677166335,4.427751005
1.107884448,-4.587547178
-6.280754576,7.305781614
-7.747953364,4.943666552
1.490527665,-7.102253721
6.650140494,8.600964663
-6.181406164,5.946174249
1.448318694,-5.321863721
5.753952867,7.121959018
5.163027885,6.149897845
4.07400998,7.175105212
0.2635620026,-5.871483836
0.3442840051,-6.733316243
0.04478595022,-7.951117937
4.32998118,8.136818583
-6.332898876,6.065359076
6.916057116,7.045164523
4.848989811,7.832137692
5.086752118,8.521094312
0.1609114878,-6.531960991
-6.856635831,6.13164791
6.41562082,7.786647353
-6.431048806,6.600511295
4.626704445,8.146021672
6.870070579,7.780341762
0.8490499829,-6.438222252
0.6005700252,-6.377385562
-6.498678357,7.466474649
0.3594462283,-7.447144125
5.954509373,6.565095383
3.594744898,5.785077919
1.295080603,-7.18836561
-0.02092502731,-6.28304493
5.5804402,6.479854332
5.133394076,5.782090463
-0.406508601,-6.416416473
5.271299838,8.040969742
5.563901573,7.069054177
0.4750652862,-8.112081079
-0.07126485883,-7.353682282
1.280685546,-6.978578029
-8.905589897,3.760187226
5.774809501,8.391556488
2.086838315,-7.303225477
5.21803796,7.749707089
0.1286440591,-8.058452616
-6.258236582,5.211172078
7.136048307,5.878826166
-0.1332296479,-4.85777173
5.660803236,6.993279489
7.168020509,9.225736776
-7.479851739,5.701318635
4.960593574,4.311648046
-7.102172285,5.428381636
6.888579672,8.041443568
1.992176826,-7.583956318
-7.478251615,6.159588956
-8.31415816,5.646011661
-0.2110250257,-6.969329857
-7.36840243,4.99297779
1.24706433,-6.691271247
-6.235123515,5.816925066
-6.45927459,5.778043501
6.929240923,6.971108701
-7.169469456,5.504169951
4.208245655,6.765782243
0.08400963012,-7.201679427
-0.637001581,-6.016568661
0.008423821764,-7.295408129
-7.904467244,4.775145331
0.218906375,-6.929747531
-7.11696523,4.721756618
-0.3171217502,-4.528482569
5.097778094,7.474379835
-6.324323498,4.960209285
0.9623763961,-6.459581105
-6.871544928,5.796252742
0.585157336,-4.89187254
4.760826481,8.054434682
0.3694992395,-7.50413886
-6.318547697,5.836522584
-6.332368797,4.383962302
5.234406131,7.179439153
5.042378312,8.656026899
4.353644188,5.965280488
1.859196519,-6.519935058
5.553604478,7.685954425
-0.5332885095,-7.833902415
-5.006658455,5.098784625
4.368796037,6.268245115
0.3052500922,-7.187468551
6.340707246,6.96856318
-6.838971999,6.324120782
6.199451438,4.699605932
-7.686788881,5.183628709
-0.3695315855,-7.21488289
5.394134389,7.583275225
5.873161668,7.477718517
0.4055878016,-7.471490351
4.314501752,6.872337721
4.146316314,8.352411647
-0.1122812897,-6.121571388
-0.3683535187,-7.138160908
5.895776165,7.200574152
4.78272112,7.989604175
-0.2951907924,-5.833907539
9.37084531,6.866567735
6.402814942,7.650547066
0.07401216733,-7.824813113
0.5488426613,-6.401504989
0.1000837934,-8.346755969
0.2323218775,-6.941403947
0.8023700508,-8.219402228
5.147498605,6.37852668
3.938142614,6.364141926
-7.200069517,6.36528195
-0.6802098734,-7.055431557
-6.267059977,6.293872519
0.2782190282,-7.643012038
2.461394112,-7.348645668
1.137383999,-5.176903905
4.26035556,6.353325661
-7.139646683,6.06561998
-0.8446506582,-7.450588863
-6.773776925,4.851904999
1.312600295,-7.957348228
4.511743562,7.233160143
-7.692748927,6.764061206
4.819180135,7.892545758
0.9319565703,-7.381310884
0.8030581728,-7.159860619
1.712240228,-8.062553457
6.211194008,6.426420472
-0.2971225615,-6.359435712
-7.707414601,5.335951311
-0.8613162726,-7.375957844
1.945900547,-5.341672574
3.982532074,8.168843678
1.36724491,-7.318312739
-0.181571512,-6.535894272
2.411391495,8.448915596
1.03897812,-5.728016451
0.6768297521,-6.046662336
0.8516515064,-6.846353819
5.996077295,8.157325399
0.5815689649,-4.427964933
-7.539733556,4.86840739
-7.685719725,5.192869735
-8.005150884,6.832276521
4.467601113,6.648448314
-0.5860642711,-7.602192658
-7.728563362,7.981065757
-1.368534652,-7.090859003
-7.086934874,7.350874282
-7.572124507,7.621686846
-6.386036974,5.484881201
4.182919568,5.935197789
-7.765791526,3.843224162
6.55746917,8.928147609
4.583852222,7.599973891
0.3512896622,-7.799707241
0.7635058886,-7.33056352
1.399691144,-7.060082538
1.654318668,-4.243166399
1.619223902,-4.634184792
5.812148792,8.529748003
-7.088877231,6.863999087
4.744709518,7.704855992
3.65654855,8.835015706
-8.901978124,4.4526025
-7.276701425,7.113328222
2.78612541,-5.930755829
5.111140461,6.830149027
4.03691868,7.970585505
-7.257842615,5.197639908
-6.727592024,7.61355959
1.088387286,-5.99451179
5.371909236,7.68014222
-6.417785254,4.850928036
7.063059208,7.034633308
4.701822229,5.296505817
-7.70975805,7.108459348
5.318264472,6.182074812
0.5563859603,-5.142421965
-6.350137637,7.076458859
-5.261037427,6.404537641
-8.644757975,5.407526383
6.918590829,6.013038883
5.93401713,8.208012797
6.756723646,6.654985997
0.6221889618,-6.230105194
-0.5179899922,-5.508882894
4.953674601,8.693562757
-0.6864576839,-6.946234891
-5.916988183,5.545376934
6.941423186,6.67444835
-7.494821714,6.573992056
5.477085161,8.172225591
-6.028997908,6.98781983
-0.9245569029,-6.939824601
1.437996437,-7.46580046
4.244861257,6.232798602
-6.144510246,5.792925394
-0.8025563512,-7.620937696
0.5567804468,-5.497007769
-8.182395878,4.044195035
0.6692370883,-6.857052401
1.597911158,-7.381092341
0.8852300076,-6.664198255
-1.038907369,-5.498378049
-7.155984572,6.720183101
1.127511912,-7.834168049
2.36625458,-3.52488745
0.2917233691,-5.908894856
5.146047145,6.430926923
-7.185075185,5.699477966
0.5109563111,-7.374129001
5.555667461,8.746692825
-7.312693449,6.33728614
-7.008439005,4.791647642
-5.976661974,3.202525009
2.1237559,-6.557375666
1.199836614,-7.950062643
-7.328949543,6.102364898
2.298335432,-6.393731377
-8.205926686,4.133271166
3.631859396,7.352535169
-0.4021199388,-5.893655592
6.99209717,6.31192715
6.024689295,8.250934935
0.06987657245,-6.50795879
-6.314832073,7.130791722
4.555340672,6.140954513
1.257703412,-5.123843471
1.777759833,-5.782097183
-6.033382471,6.785843072
5.653021437,6.292404697
3.284470611,7.476787327
-6.951461243,7.456622912
5.753478378,6.286883117
4.909625729,7.014078512
-7.434405671,5.079791772
-5.646856022,6.687699214
3.568418715,5.371014642
0.4293326092,-5.989249796
-6.534361889,6.907161655
-0.06660324497,-5.601093359
-0.01615688377,-8.006825838
0.6584833207,-6.860060996
0.2363859469,-7.153335137
5.423018295,6.586095392
-6.712455411,5.927347789
7.661953838,8.279720604
4.866431833,8.228541411
-8.208933506,5.973726534
0.6037933096,-7.987972026
-6.397862904,5.666313698
5.699122088,9.021758879
4.27724303,7.273531401
1.913501995,-6.236483451
0.328937902,-6.91854215
5.330702104,6.980361656
-0.4836506994,-6.13994166
-0.2647747532,-7.982832405
-8.967693597,6.396528895
-6.134399612,6.593374983
-7.008380983,4.868297895
-0.6485999776,-8.675870038
-0.07548231068,-7.72725585
-6.147123245,5.215150842
-5.560906179,3.558451294
4.016579161,6.214074895
0.882470159,-7.136724356
-6.118693159,5.145408232
-6.921081115,4.852134914
-0.4136196772,-8.265417588
1.35132005,-5.466098314
4.486816852,9.152836124
5.780506743,7.837278156
5.628302483,5.896998897
1.153195277,-7.409475452
-0.7462035539,-6.704330246
-8.463188499,5.244594
5.669770144,8.140450641
0.7897047788,-5.334986915
-10.50350812,6.743594185
-0.932893271,-6.665407129
-8.240245769,6.37371483
3.972738004,9.648518238
5.33354337,4.637770279
-7.629669964,4.443878647
0.4876420929,-7.099349076
0.1068744238,-6.054310002
-8.087172051,5.471520349
6.017682753,9.613798595
-8.903236488,4.3319824
-5.84816428,6.06679051
-6.126777676,5.607798187
4.791663328,6.097142373
-6.270965063,6.118366885
0.5370463901,-6.632790491
-0.2130242336,-5.10355282
-8.33800377,5.79702703
5.713196066,8.533181041
-6.609480922,5.746758818
2.282893752,-5.68417079
-0.3987773063,-6.446408604
3.769865532,6.944913647
1.897110494,-6.030062518
-6.165498383,6.272680779
-6.752099076,5.529049765
-0.6640776804,-6.153445705
1.022749306,-6.030510783
-5.440384159,5.818410559
3.983785541,6.738045736
7.080344978,7.777294038
-7.53470812,6.910317331
1.785816344,-4.698832545
-8.475861863,8.484205495
4.549214493,6.114066389
3.382859703,6.408962492
-8.883712472,4.943945286
-6.487934045,4.329738636
1.584418436,-6.68116155
0.1599463798,-7.011899094
-0.7008275131,-7.914222736
-8.1626847,6.191328755
-8.5309224,5.608053316
5.493854044,6.606310724
4.458071248,5.859687955
4.459650357,6.105876275
5.259317427,5.983838725
5.552725001,7.644167986
1.027779061,-8.074843225
2.421071295,-6.411055193
-6.522425616,4.741288532
-1.507335311,-7.302708819
0.7673444572,-8.533547
5.236341776,7.061351334
6.560786763,6.659300054
-7.252099225,7.88285408
-6.832796431,4.753381773
-7.011137805,5.77854011
-7.618555615,5.409231163
-0.2055565576,-5.756567336
5.842792599,7.395721512
-7.130014184,7.199603567
-7.175017648,6.458752244
-7.51886184,4.789767326
1.202267147,-6.646674795
-0.04923486099,-7.770478584
5.75213946,8.560746082
-7.918278502,4.711062198
0.837470928,-6.166521373
7.715828989,7.777747015
0.4751120427,-5.676410687
5.319028502,6.609811919
5.408058048,5.651164184
1.209038683,-4.5588558
1.056490034,-6.93366982
4.452435088,7.960561898
0.8619117584,-6.44690089
-0.6281229739,-5.833030712
-6.287556078,6.085598995
2.078395016,-7.216239066
-8.394729298,8.347919022
-0.4238307656,-8.217707915
0.3998942192,-7.11337922
1.749896386,-7.441312608
-6.695761613,4.245085229
5.514270666,8.511861436
1.269784575,-5.529525274
5.590978359,6.713046642
1.258538443,-6.272641266
-7.756451148,6.345898017
0.3181222936,-6.699507702
-7.179263428,5.906086097
-6.172973354,5.576790274
4.80486907,6.569133946
-6.900529721,6.557840774
0.5057409363,-7.978916741
5.642105742,6.703216992
0.06102930881,-7.153808587
6.669221118,7.67612462
5.992255859,7.05714648
5.924211833,6.84193846
-5.041947934,5.29868514
-6.65605595,6.977249654
6.035108434,7.748256925
0.9601552245,-6.529173385
4.172440331,7.574914384
6.901410159,8.307748811
-0.7850054351,-8.596125858
-8.442201053,6.386142823
0.2164890436,-5.046162638
5.611918997,7.985909139
-5.687778735,7.050099149
-7.841426255,6.660185979
-5.112412602,6.942850119
5.07583219,4.314944474
0.1021421374,-6.964133292
-7.719347202,5.917491518
-6.822347859,6.809138773
4.617865161,6.371200792
-6.112828692,5.278364347
6.764918762,4.8469257
-8.348089669,6.553811866
-6.880025287,4.265632855
0.4640010771,-8.774213791
5.508960602,6.782471573
-6.32751994,6.712274506
6.584568593,8.823235945
2.977397781,-5.668294592
0.6045412288,-7.389097713
5.433939257,7.105522826
-6.241924817,8.367564326
1.673020244,-7.001768079
-4.950277695,5.909057234
-7.600516129,6.729367157
1.382426025,-7.679330513
2.75092147,6.683498507
4.981552854,8.028619225
-7.211132369,6.512129198
1.918878403,-6.107936555
-6.279772632,6.633068701
1.133854987,-6.695934364
0.7415962082,-7.723173411
-6.647440455,4.744921474
0.2706377053,-7.211895699
1.690729311,-6.662259938
-7.449090036,6.003247195
1.510229112,-6.096416981
-7.519061404,4.650312954
8.057522154,8.514535652
5.709424685,8.217616477
-5.679675304,4.79284271
1.37978881,-7.751440215
-6.515290756,7.920531876
-6.425677562,6.321083977
5.290209809,6.611652114
-1.230311138,-8.295032074
0.941620913,-6.607851073
1.29374141,-5.135013451
5.067485846,8.622381711
-9.187276809,5.1711777
2.883853099,-5.661274199
4.637718755,8.348218451
-5.373043068,5.274236927
6.822561392,9.109135579
-7.831228932,4.367963577
-6.009482009,6.978409862
4.138998195,6.089318564
-5.737554411,5.214425829
-7.942703772,5.498023508
-8.937249852,5.724121529
4.782239736,7.828972244
0.9248442774,-6.488358987
-0.2676335552,-6.510455164
5.852329899,6.650908653
-0.7393564585,-6.392719025
-8.326531797,6.358473441
4.177445153,6.400230412
0.1128739972,-7.477942339
1.429187651,-5.398173792
-6.967583915,5.967590637
-8.191193209,4.017868845
7.408488001,7.500705693
-0.05253895771,-5.573513277
1.291297972,-5.465541332
6.022163212,6.109243775
4.528397817,7.411069031
4.766076055,6.32353753
0.9834983152,-7.199634581
4.64777454,5.040983197
5.430809663,6.661986774
0.4920545133,-7.066232171
-6.533752501,7.481105824
1.370407889,-4.767371064
0.3557040253,-7.518484053
-5.855474405,6.15770134
3.319334568,7.593682009
-7.837414466,5.624823105
-7.608465168,3.154919563
-6.283893479,5.608937627
-7.320790765,5.766897103
5.722471894,8.216827355
5.775607138,8.010369887
6.426940377,6.836499118
-5.86094183,3.924332437
-1.202490995,-7.521947437
5.189683127,9.864338008
7.192594103,8.023763674
-0.5092015795,-6.496820732
-1.470717173,-7.559457189
2.264795125,-7.200754112
-8.816987519,3.248709825
-7.384280402,4.261837554
0.8669773334,-8.534993779
4.303439565,6.142830815
-7.93214394,5.656036363
-6.318189653,6.29036221
-9.190536171,4.970583815
0.7934777658,-6.79808938
5.614108427,6.258935402
-6.790458926,7.352930856
0.8316249001,-5.468556504
-0.2125424702,-7.142752333
5.558755254,5.948139434
5.361850706,7.278111211
0.7624542534,-6.096799312
3.206221918,7.31584234
-7.442971936,6.869681608
-0.7758775313,-5.749063189
-7.094970282,6.726408624
3.747653679,8.215742707
-7.20824044,5.003500595
1.656658776,-6.673407351
7.507371058,6.52985777
-7.023913164,6.55316646
-7.148351602,6.208762353
0.3073439306,-6.081788406
4.999666213,7.549483517
5.50383544,6.559690335
-0.402324221,-6.323079793
-4.79461563,6.539537458
-7.659278903,4.979414345
-4.873750475,3.998344975
-4.798952273,6.833465397
0.1961610509,-6.076848462
0.3291341582,-7.215665825
-6.082555915,6.930111758
-8.909726122,7.157526472
5.787215761,6.905549288
5.226456179,6.784380895
-6.903929378,6.937931504
